q,chi1_z,chi2_z,PN_order,a_merger,a_star,abs_delta_a,method,delta_a_signed,q_key,chi1_key,chi2_key,updated_at,degree,m1,m2,nu,chi_eff,chi_a
0.25,-0.5473684210526316,0.2947368421052632,1PN,3.2573471251779136,3.962596259625962,0.7052491344480485,Taylor,0.7052491344480485,0.25,-0.547368421053,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.12631578947368421,-0.4210526315789474
0.25,0.0421052631578946,0.2947368421052632,0PN,3.2205224878119885,4.293029302930293,1.0725068151183046,Taylor,1.0725068151183046,0.25,0.042105263158,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.24421052631578946,-0.1263157894736843
0.25,-0.3789473684210527,0.2947368421052632,0PN,3.243637063125197,4.334633463346335,1.0909964002211376,Taylor,1.0909964002211376,0.25,-0.378947368421,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.16,-0.33684210526315794
0.25,0.1263157894736841,0.2947368421052632,2PN,3.215047312733973,3.92019201920192,0.705144706467947,Taylor,0.705144706467947,0.25,0.126315789474,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.26105263157894737,-0.08421052631578954
0.25,0.8,0.2105263157894736,1PN,3.2388506105006685,3.962596259625962,0.7237456491252936,Taylor,0.7237456491252936,0.25,0.8,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.32842105263157895,0.29473684210526324
0.25,0.3789473684210525,0.2947368421052632,0PN,3.2022112442603308,4.261826182618262,1.0596149383579312,Taylor,1.0596149383579312,0.25,0.378947368421,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.31157894736842107,0.042105263157894646
0.25,-0.1263157894736842,0.2947368421052632,2PN,3.230635686667928,3.926592659265927,0.6959569725979988,Taylor,0.6959569725979988,0.25,-0.126315789474,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2105263157894737,-0.21052631578947367
0.25,0.5473684210526315,0.2105263157894736,0PN,3.2477803228431674,4.377037703770377,1.1292573809272093,Taylor,1.1292573809272093,0.25,0.547368421053,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2778947368421052,0.16842105263157897
0.25,0.3789473684210525,0.2105263157894736,1PN,3.260762465705399,3.993799379937993,0.7330369142325943,Taylor,0.7330369142325943,0.25,0.378947368421,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.24421052631578938,0.08421052631578944
0.25,0.3789473684210525,0.2105263157894736,0PN,3.260762465705399,4.393839383938394,1.133076918232995,Taylor,1.133076918232995,0.25,0.378947368421,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.24421052631578938,0.08421052631578944
0.25,0.1263157894736841,0.2947368421052632,1PN,3.215047312733973,3.9145914591459134,0.6995441464119416,Taylor,0.6995441464119416,0.25,0.126315789474,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.26105263157894737,-0.08421052631578954
0.25,0.631578947368421,0.2105263157894736,2PN,3.2465491955341585,3.987398739873988,0.7408495443398291,Taylor,0.7408495443398291,0.25,0.631578947368,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2947368421052631,0.21052631578947373
0.25,0.5473684210526315,0.2105263157894736,1PN,3.2477803228431674,3.981798179817981,0.7340178569748139,Taylor,0.7340178569748139,0.25,0.547368421053,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2778947368421052,0.16842105263157897
0.25,0.631578947368421,0.2105263157894736,0PN,3.2465491955341585,4.368236823682368,1.1216876281482095,Taylor,1.1216876281482095,0.25,0.631578947368,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2947368421052631,0.21052631578947373
0.25,0.2105263157894736,0.2105263157894736,1PN,3.267576119374022,4.006600660066006,0.7390245406919842,Taylor,0.7390245406919842,0.25,0.210526315789,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.21052631578947362,0.0
0.25,0.463157894736842,0.2105263157894736,0PN,3.254383187256847,4.385038503850385,1.130655316593538,Taylor,1.130655316593538,0.25,0.463157894737,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2610526315789473,0.12631578947368421
0.25,0.8,0.2105263157894736,0PN,3.2388506105006685,4.351435143514351,1.1125845330136823,Taylor,1.1125845330136823,0.25,0.8,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.32842105263157895,0.29473684210526324
0.25,0.2947368421052632,0.1263157894736841,1PN,3.318730541317917,4.107410741074108,0.7886801997561905,Taylor,0.7886801997561905,0.25,0.294736842105,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.15999999999999992,0.08421052631578954
0.25,0.5473684210526315,0.2105263157894736,2PN,3.2477803228431674,3.98979897989799,0.7420186570548224,Taylor,0.7420186570548224,0.25,0.547368421053,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2778947368421052,0.16842105263157897
0.25,-0.0421052631578947,0.2105263157894736,1PN,3.283478389906735,4.026602660266026,0.7431242703592913,Taylor,0.7431242703592913,0.25,-0.042105263158,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.15999999999999995,-0.12631578947368416
0.25,0.5473684210526315,0.8,0PN,2.844336416808713,3.679367936793679,0.835031519984966,Taylor,0.835031519984966,0.25,0.547368421053,0.8,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.7494736842105264,-0.12631578947368427
0.25,-0.8,0.1263157894736841,2PN,3.375923130123928,4.11941194119412,0.7434888110701916,Taylor,0.7434888110701916,0.25,-0.8,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,-0.05894736842105275,-0.4631578947368421
0.25,0.2105263157894736,0.2947368421052632,0PN,3.20929596649868,4.277827782778278,1.0685318162795987,Taylor,1.0685318162795987,0.25,0.210526315789,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.27789473684210525,-0.0421052631578948
0.25,0.2105263157894736,0.2947368421052632,1PN,3.20929596649868,3.908990899089909,0.6996949325912292,Taylor,0.6996949325912292,0.25,0.210526315789,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.27789473684210525,-0.0421052631578948
0.25,-0.2947368421052632,0.2947368421052632,2PN,3.239607146411336,3.930593059305931,0.690985912894595,Taylor,0.690985912894595,0.25,-0.294736842105,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.1768421052631579,-0.2947368421052632
0.25,0.2105263157894736,0.2947368421052632,2PN,3.20929596649868,3.918591859185918,0.7092958926872388,Taylor,0.7092958926872388,0.25,0.210526315789,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.27789473684210525,-0.0421052631578948
0.25,0.2947368421052632,0.2947368421052632,0PN,3.208440238957208,4.2698269826982695,1.0613867437410622,Taylor,1.0613867437410622,0.25,0.294736842105,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2947368421052632,0.0
0.25,0.463157894736842,0.2105263157894736,1PN,3.254383187256847,3.987398739873988,0.7330155526171405,Taylor,0.7330155526171405,0.25,0.463157894737,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2610526315789473,0.12631578947368421
0.25,-0.4631578947368421,0.2947368421052632,0PN,3.253644908582791,4.342634263426342,1.0889893548435512,Taylor,1.0889893548435512,0.25,-0.463157894737,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.14315789473684212,-0.37894736842105264
0.25,0.5473684210526315,0.1263157894736841,1PN,3.305151603460612,4.086608660866086,0.7814570574054742,Taylor,0.7814570574054742,0.25,0.547368421053,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2105263157894736,0.2105263157894737
0.25,0.2947368421052632,0.2105263157894736,1PN,3.261686696365762,4.000200020002,0.7385133236362376,Taylor,0.7385133236362376,0.25,0.294736842105,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.22736842105263153,0.0421052631578948
0.25,0.2947368421052632,0.2105263157894736,2PN,3.261686696365762,3.996199619961996,0.7345129235962342,Taylor,0.7345129235962342,0.25,0.294736842105,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.22736842105263153,0.0421052631578948
0.25,0.3789473684210525,0.2947368421052632,1PN,3.2022112442603308,3.8969896989698967,0.6947784547095659,Taylor,0.6947784547095659,0.25,0.378947368421,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.31157894736842107,0.042105263157894646
0.25,0.1263157894736841,0.2105263157894736,0PN,3.2731756895895265,4.421042104210421,1.147866414620894,Taylor,1.147866414620894,0.25,0.126315789474,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.1936842105263157,-0.04210526315789474
0.25,0.2105263157894736,0.5473684210526315,0PN,3.0334785433255984,3.949794979497949,0.9163164361723508,Taylor,0.9163164361723508,0.25,0.210526315789,0.547368421053,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.4799999999999999,-0.16842105263157897
0.25,-0.2947368421052632,0.3789473684210525,1PN,3.186712710425464,3.852185218521852,0.6654725080963875,Taylor,0.6654725080963875,0.25,-0.294736842105,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.24421052631578938,-0.33684210526315783
0.25,-0.6315789473684211,0.2947368421052632,1PN,3.2607626700635515,3.968996899689969,0.708234229626417,Taylor,0.708234229626417,0.25,-0.631578947368,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.1094736842105263,-0.46315789473684216
0.25,-0.4631578947368421,0.2947368421052632,1PN,3.253644908582791,3.9569956995699567,0.7033507909871655,Taylor,0.7033507909871655,0.25,-0.463157894737,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.14315789473684212,-0.37894736842105264
0.25,0.7157894736842105,0.2105263157894736,1PN,3.239706155119669,3.968996899689969,0.7292907445702994,Taylor,0.7292907445702994,0.25,0.715789473684,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.311578947368421,0.2526315789473685
0.25,0.1263157894736841,0.3789473684210525,2PN,3.1558139944798054,3.8465846584658463,0.6907706639860409,Taylor,0.6907706639860409,0.25,0.126315789474,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.32842105263157884,-0.1263157894736842
0.25,0.2947368421052632,0.1263157894736841,2PN,3.318730541317917,4.082608260826082,0.763877719508165,Taylor,0.763877719508165,0.25,0.294736842105,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.15999999999999992,0.08421052631578954
0.25,-0.2947368421052632,0.2947368421052632,1PN,3.239607146411336,3.944194419441944,0.704587273030608,Taylor,0.704587273030608,0.25,-0.294736842105,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.1768421052631579,-0.2947368421052632
0.25,0.2105263157894736,0.2105263157894736,2PN,3.267576119374022,3.997799779977997,0.7302236606039756,Taylor,0.7302236606039756,0.25,0.210526315789,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.21052631578947362,0.0
0.25,0.2947368421052632,0.3789473684210525,2PN,3.148826142408475,3.843384338433843,0.6945581960253682,Taylor,0.6945581960253682,0.25,0.294736842105,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.36210526315789465,-0.042105263157894646
0.25,-0.0421052631578947,0.3789473684210525,2PN,3.166787542921804,3.8497849784978495,0.6829974355760458,Taylor,0.6829974355760458,0.25,-0.042105263158,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2947368421052631,-0.2105263157894736
0.25,0.1263157894736841,0.2105263157894736,2PN,3.2731756895895265,4.000200020002,0.727024330412473,Taylor,0.727024330412473,0.25,0.126315789474,0.210526315789,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.1936842105263157,-0.04210526315789474
0.25,-0.0421052631578947,0.2947368421052632,2PN,3.2257206006094545,3.924192419241925,0.6984718186324699,Taylor,0.6984718186324699,0.25,-0.042105263158,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2273684210526316,-0.16842105263157894
0.25,0.0421052631578946,0.3789473684210525,2PN,3.161431527163228,3.848184818481848,0.6867532913186207,Taylor,0.6867532913186207,0.25,0.042105263158,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.31157894736842096,-0.16842105263157894
0.25,-0.8,0.2947368421052632,2PN,3.274386223775009,3.943394339433943,0.6690081156589338,Taylor,0.6690081156589338,0.25,-0.8,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.07578947368421052,-0.5473684210526316
0.25,0.2105263157894736,0.3789473684210525,0PN,3.1549097054347794,4.157015701570157,1.0021059961353775,Taylor,1.0021059961353775,0.25,0.210526315789,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.3452631578947367,-0.08421052631578944
0.25,-0.6315789473684211,0.1263157894736841,2PN,3.3639253382405814,4.113011301130113,0.7490859628895317,Taylor,0.7490859628895317,0.25,-0.631578947368,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,-0.02526315789473696,-0.3789473684210526
0.25,0.1263157894736841,0.3789473684210525,0PN,3.1558139944798054,4.164216421642164,1.008402427162359,Taylor,1.008402427162359,0.25,0.126315789474,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.32842105263157884,-0.1263157894736842
0.25,0.463157894736842,0.2947368421052632,0PN,3.195757604925171,4.2538253825382535,1.058067777613083,Taylor,1.058067777613083,0.25,0.463157894737,0.294736842105,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.32842105263157895,0.0842105263157894
0.25,-0.8,0.3789473684210525,0PN,3.216821787545157,4.245824582458246,1.029002794913089,Taylor,1.029002794913089,0.25,-0.8,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.14315789473684198,-0.5894736842105263
0.25,0.8,-0.0421052631578947,2PN,3.393907519708449,4.264226422642264,0.870318902933815,Taylor,0.870318902933815,0.25,0.8,-0.042105263158,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.12631578947368427,0.42105263157894735
0.25,0.2105263157894736,0.3789473684210525,1PN,3.1549097054347794,3.819381938193819,0.66447223275904,Taylor,0.66447223275904,0.25,0.210526315789,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.3452631578947367,-0.08421052631578944
0.25,0.7157894736842105,0.3789473684210525,1PN,3.13369351534206,3.7873787378737873,0.6536852225317276,Taylor,0.6536852225317276,0.25,0.715789473684,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.4463157894736841,0.16842105263157903
0.25,-0.8,-0.5473684210526316,0PN,3.673564645732117,9.467146714671468,5.793582068939349,Taylor,5.793582068939349,0.25,-0.8,-0.547368421053,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,-0.5978947368421054,-0.12631578947368421
0.25,-0.2105263157894737,-0.0421052631578947,0PN,3.446861713068419,5.009100910091009,1.5622391970225895,Taylor,1.5622391970225895,0.25,-0.210526315789,-0.042105263158,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,-0.0757894736842105,-0.0842105263157895
0.25,0.463157894736842,0.3789473684210525,0PN,3.141315567420596,4.136213621362136,0.9948980539415396,Taylor,0.9948980539415396,0.25,0.463157894737,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.3957894736842104,0.04210526315789476
0.25,0.463157894736842,0.1263157894736841,0PN,3.311670106160824,4.533053305330533,1.2213831991697095,Taylor,1.2213831991697095,0.25,0.463157894737,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.19368421052631568,0.16842105263157894
0.25,0.3789473684210525,0.3789473684210525,1PN,3.1425346054503627,3.808180818081808,0.6656462126314451,Taylor,0.6656462126314451,0.25,0.378947368421,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.37894736842105253,0.0
0.25,0.2105263157894736,0.1263157894736841,1PN,3.324440965318668,4.114611461146114,0.7901704958274465,Taylor,0.7901704958274465,0.25,0.210526315789,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.143157894736842,0.04210526315789474
0.25,-0.2105263157894737,0.3789473684210525,2PN,3.1766952008562432,3.8537853785378537,0.6770901776816105,Taylor,0.6770901776816105,0.25,-0.210526315789,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.26105263157894726,-0.2947368421052631
0.25,0.2105263157894736,0.1263157894736841,0PN,3.324440965318668,4.563456345634563,1.2390153803158954,Taylor,1.2390153803158954,0.25,0.210526315789,0.126315789474,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.143157894736842,0.04210526315789474
0.25,-0.1263157894736842,0.3789473684210525,2PN,3.171875161599434,3.852185218521852,0.6803100569224179,Taylor,0.6803100569224179,0.25,-0.126315789474,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.2778947368421052,-0.2526315789473683
0.25,-0.3789473684210527,0.3789473684210525,1PN,3.191179557162659,3.857785778577858,0.6666062214151989,Taylor,0.6666062214151989,0.25,-0.378947368421,0.378947368421,2026-06-30T21:48:10,3.0,0.2,0.8,0.16000000000000003,0.22736842105263147,-0.3789473684210526
